"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"SIENKIEWICZ Bartłomiej Henryk - KKW KOALICJA OBYWATELSKA";"WILK-GRZYWNA Małgorzata Beata - KKW KOALICJA OBYWATELSKA";"MARCZUŁAJTIS-WALCZAK Jagna Kinga - KKW KOALICJA OBYWATELSKA";"SALWIŃSKA Sylwia Kinga - KKW KOALICJA OBYWATELSKA";"MĘKAL Małgorzata Katarzyna - KKW KOALICJA OBYWATELSKA";"MAJKA Magdalena - KKW KOALICJA OBYWATELSKA";"ZWIERZCHOWSKI Wojciech Mieczysław - KKW KOALICJA OBYWATELSKA";"KOZIOŁ Artur Stanisław - KKW KOALICJA OBYWATELSKA";"WITKA Jacek Paweł - KKW KOALICJA OBYWATELSKA";"SOWA Marek Jan - KKW KOALICJA OBYWATELSKA";"SZEJNA Andrzej Jan - KKW LEWICA";"KOLARSKA Dorota Anna - KKW LEWICA";"LIPIŃSKA-PIEKARSKA Joanna Olszyna - KKW LEWICA";"ŻAK Dominik Piotr - KKW LEWICA";"ANIOŁ Alina Maria - KKW LEWICA";"KOBIELUSZ Paweł Bernard - KKW LEWICA";"HAŃDEREK Joanna Ewa - KKW LEWICA";"KUKLA Robert Łukasz - KKW LEWICA";"TUCHOWSKI Daniel - KKW LEWICA";"DROPEK Magdalena - KKW LEWICA";"JARUBAS Adam Sebastian - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GÓRNIKIEWICZ Piotr Tadeusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NOWOGÓRSKA Urszula Teresa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MOTYCZYŃSKA Monika Elżbieta - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RAŚ Ireneusz Jacek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KASPRZYK Rafał Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"TYJAS Jolanta Dorota - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"STOLECKI Piotr - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DĄBROŚ Stella Józefa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KLĘCZAR Krzysztof Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BERKOWICZ Konrad Szczepan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BRAUN Grzegorz Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"JASKÓŁKA Nadzieja - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KONARSKI Artur Marian - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"IWAN Jasna Gabriela - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DRWAL Aleksandra Urszula - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"NOWOWIEJSKA Ewa Krystyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KRAJEWSKI Konrad Krzysztof - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"STRZELEC Marcin Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DZIADOSZ Jagoda - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KASELA Andrzej Jan - KW NORMALNY KRAJ";"KLICH Dariusz Zbigniew - KW NORMALNY KRAJ";"BILECKA Fabiola Katarzyna - KW NORMALNY KRAJ";"KURLETO Renata Janina - KW NORMALNY KRAJ";"STANKIEWICZ Aneta - KW NORMALNY KRAJ";"JANAS Mieszko Maria - KW NORMALNY KRAJ";"MIKOŁAJEK Maria Dorota - KW NORMALNY KRAJ";"BURZYŃSKI Zbigniew Józef - KW NORMALNY KRAJ";"ŻÓŁTEK Stanisław Józef - KW POLEXIT";"HAREŃCZYK Adam Wiesław - KW POLEXIT";"SAJDAK Anna Małgorzata - KW POLEXIT";"ŚLUSARCZYK Klaudia Dorota - KW POLEXIT";"BIGAJ Czesław - KW POLEXIT";"ZIĘBA Angelika Natalia - KW POLEXIT";"ŚMIŁEK Oskar Wojciech - KW POLEXIT";"MĘDREK Iwona Marzena - KW POLEXIT";"SZATAN Jarosław Kazimierz - KW POLEXIT";"JAGODZIŃSKI Marcin - KW PL!SP";"JAGODZIŃSKA Monika Ewa - KW PL!SP";"BŁACHUCKA Roksana Magdalena - KW PL!SP";"SZYDŁO Beata Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"MULARCZYK Arkadiusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"TARCZYŃSKI Dominik - KW PRAWO I SPRAWIEDLIWOŚĆ";"KRUPKA Anna Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"WÓJCIK Michał Marek - KW PRAWO I SPRAWIEDLIWOŚĆ";"SKRUCH Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ";"RUSECKA Urszula Beata - KW PRAWO I SPRAWIEDLIWOŚĆ";"WŁOSOWICZ Jacek Władysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"TLAŁKA-DŁUGOSZ Małgorzata - KW PRAWO I SPRAWIEDLIWOŚĆ";"PĘK Marek - KW PRAWO I SPRAWIEDLIWOŚĆ";"SKUZA Stanisław - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"NOWAKOWSKA Elżbieta Paula - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"WICHE Mateusz Andrzej - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"KALISZ Beata - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"TORKOWSKA Samuela - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"GOCAŁ Dariusz Krzysztof - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"SIEŃKO Natalia Izabela - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"WOCH Marcin Grzegorz - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"BUGAJSKI Marcin Rafał - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"PETERSON Magdalena - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA"
12;"Świetlica Wiejska w Gorzkowie, Gorzków 7, 32-700 Gorzków";120102;"gm. Bochnia";"bocheński";"małopolskie";1;1;23;0;6;1;1;1;0;0;0;2;0;3;1;0;0;1;1;1;0;1;7;0;2;2;1;1;0;0;0;1;8;18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;15;33;0;1;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0
13;"Szkoła Podstawowa im. Króla Kazimierza Wielkiego w Damienicach, Damienice 11, 32-700 Damienice";120102;"gm. Bochnia";"bocheński";"małopolskie";1;1;32;1;7;0;0;2;0;0;0;3;5;0;0;0;0;0;0;0;1;0;6;1;1;2;0;0;0;0;0;0;20;35;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;16;49;0;3;0;3;1;0;1;4;0;0;1;0;0;0;0;1;0
14;"Zespół Szkół Gminnych im. Adama Mickiewicza w Baczkowie-Szkoła Podstawowa, Baczków 23, 32-708 Baczków";120102;"gm. Bochnia";"bocheński";"małopolskie";1;1;22;1;9;0;0;1;0;2;0;7;2;0;0;1;0;0;0;0;0;0;12;1;0;0;0;0;1;1;0;1;21;32;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;96;26;56;4;3;1;4;0;0;0;0;0;0;0;0;0;0;0;1;0
15;"Wiejski Dom Ludowy w Pogwizdowie, Pogwizdów 218, 32-700 Pogwizdów";120102;"gm. Bochnia";"bocheński";"małopolskie";1;1;13;0;3;3;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3;1;1;1;0;1;0;0;0;2;13;20;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;26;40;0;2;0;1;0;2;4;0;1;1;0;0;0;1;0;0;0
16;"Zespół Szkół Gminnych im. Henryka Sienkiewicza w Stanisławicach, Stanisławice 346, 32-015 Stanisławice";120102;"gm. Bochnia";"bocheński";"małopolskie";1;1;66;6;21;3;1;3;1;1;2;9;7;6;2;0;2;0;0;0;0;0;18;2;2;2;4;2;0;1;0;0;24;36;2;3;0;1;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;106;18;67;1;1;2;5;0;0;7;1;0;0;0;0;0;0;0;0;1
17;"Wiejski Dom Ludowy w Buczynie, Buczyna 139, 32-742 Buczyna";120102;"gm. Bochnia";"bocheński";"małopolskie";1;1;18;1;4;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;5;1;0;1;0;0;0;0;0;1;6;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;23;10;9;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
18;"Budynek OSP w Majkowicach, Majkowice 104, 32-711 Majkowice";120102;"gm. Bochnia";"bocheński";"małopolskie";1;1;13;0;2;0;1;1;0;0;0;3;0;3;0;0;0;0;0;0;0;0;9;2;0;0;0;2;0;0;0;0;8;10;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;9;36;1;2;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0
19;"Świetlica Wiejska w Ostrowie Szlacheckim, Ostrów Szlachecki 83, 32-711 Ostrów Szlachecki";120102;"gm. Bochnia";"bocheński";"małopolskie";1;1;5;2;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;7;35;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;4;13;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
20;"Zespół Szkół Gminnych im. Bohaterów Westerplatte w Siedlcu, Siedlec 143, 32-744 Siedlec";120102;"gm. Bochnia";"bocheński";"małopolskie";1;1;36;4;9;0;1;1;0;0;0;4;4;4;1;0;0;0;0;0;0;1;12;6;2;1;5;3;2;0;0;10;21;29;0;0;0;0;1;1;0;2;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;66;11;48;0;4;0;4;0;1;1;0;0;0;0;1;0;1;2;0;0
1;"Urząd Gminy w Drwini, Drwinia 57, 32-709 Drwinia";120103;"gm. Drwinia";"bocheński";"małopolskie";1;1;20;2;5;1;0;1;0;0;0;3;2;3;2;0;1;0;0;0;0;1;27;1;4;0;3;0;0;0;0;2;23;38;2;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;120;44;92;4;5;0;3;0;1;2;1;0;0;0;0;0;0;0;0;0
2;"Gminne Centrum Kultury i Promocji w Grobli, Grobla 155, 32-709 Drwinia";120103;"gm. Drwinia";"bocheński";"małopolskie";1;1;32;3;7;0;1;1;0;0;0;0;0;2;1;1;1;0;1;0;0;1;25;1;1;1;7;1;1;0;0;5;28;52;3;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;41;136;2;4;3;5;1;0;5;1;1;0;0;1;0;0;0;1;0
3;"Zespół Szkolno-Przedszkolny w Świniarach, Świniary 74, 32-709 Drwinia";120103;"gm. Drwinia";"bocheński";"małopolskie";1;1;13;3;2;1;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;9;0;0;0;0;1;0;0;0;5;11;30;1;0;0;0;2;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;74;25;90;2;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0
4;"Zespół Szkolno-Przedszkolny w Mikluszowicach, Mikluszowice 228, 32-708 Dziewin";120103;"gm. Drwinia";"bocheński";"małopolskie";1;1;28;5;5;1;2;1;0;2;1;2;0;1;0;0;0;0;0;0;0;0;17;1;3;0;2;1;0;0;2;3;40;80;1;2;0;3;0;0;1;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;153;55;139;1;3;0;2;0;0;4;1;0;0;1;0;0;0;0;0;0
5;"Zespół Szkolno-Przedszkolny w Dziewinie, Dziewin 231, 32-708 Dziewin";120103;"gm. Drwinia";"bocheński";"małopolskie";1;1;35;0;6;0;1;0;1;2;1;3;2;2;0;0;0;0;0;0;0;0;13;1;3;0;1;3;0;0;0;3;16;37;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;96;26;53;2;0;1;1;0;0;3;0;0;0;1;0;0;1;0;1;1
6;"Placówka Całodobowej Opieki Dom Opieki Jestem w Grobli, Grobla 229, 32-709 Drwinia";120103;"gm. Drwinia";"bocheński";"małopolskie";1;1;7;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;"Ośrodek Edukacji Ekologicznej w Borównej, Borówna 117, 32-724 Lipnica Murowana";120104;"gm. Lipnica Murowana";"bocheński";"małopolskie";1;1;2;0;3;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;7;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;10;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;"Wiejski Dom Ludowy w Lipnicy Dolnej, Lipnica Dolna 12, 32-724 Lipnica Murowana";120104;"gm. Lipnica Murowana";"bocheński";"małopolskie";1;1;33;1;2;0;0;0;0;0;0;8;3;1;0;0;0;0;0;0;0;0;32;2;1;0;2;0;0;0;0;3;10;36;0;3;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;55;67;0;8;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0
3;"Wiejski Dom Ludowy w Lipnicy Górnej, Lipnica Górna 65, 32-724 Lipnica Murowana";120104;"gm. Lipnica Murowana";"bocheński";"małopolskie";1;1;18;1;6;0;0;0;1;1;0;2;7;4;0;0;1;0;0;0;0;0;16;4;9;1;0;0;1;0;0;2;16;33;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;89;42;53;1;6;2;1;0;0;3;0;1;0;0;0;0;0;0;2;0
4;"Gminny Dom Kultury w Lipnicy Murowanej, Lipnica Murowana 74, 32-724 Lipnica Murowana";120104;"gm. Lipnica Murowana";"bocheński";"małopolskie";1;1;16;0;6;0;0;0;0;1;0;6;0;3;2;0;1;0;0;0;0;1;25;0;3;0;0;0;1;1;0;3;8;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;103;36;38;2;4;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0
5;"Publiczna Szkoła Podstawowa im. św. Jana Pawła II w Rajbrocie, Rajbrot 362, 32-725 Rajbrot";120104;"gm. Lipnica Murowana";"bocheński";"małopolskie";1;1;27;1;7;1;1;2;0;4;0;4;2;1;0;0;0;0;0;0;0;0;22;0;2;0;0;0;0;1;0;0;19;76;2;0;0;1;1;0;0;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;270;62;96;3;9;0;0;0;3;2;0;1;1;0;1;0;0;0;0;0
1;"Centrum Kultury Gminy Łapanów, Łapanów 10, 32-740 Łapanów";120105;"gm. Łapanów";"bocheński";"małopolskie";1;1;94;3;23;2;0;2;0;4;0;3;7;9;1;0;1;0;1;0;0;1;50;2;6;3;2;0;1;0;0;8;60;43;2;0;1;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;85;86;3;8;2;7;0;1;3;2;0;0;0;0;0;0;0;0;0
2;"Centrum Kultury Gminy Łapanów, Łapanów 10, 32-740 Łapanów";120105;"gm. Łapanów";"bocheński";"małopolskie";1;1;32;3;10;1;1;1;0;3;0;6;3;3;0;0;0;0;0;0;0;0;24;1;2;2;2;0;1;0;0;9;24;29;3;0;0;2;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;112;39;51;1;2;0;4;0;0;1;1;1;0;0;0;0;0;0;2;0
3;"Dom Kultury w Sobolowie, Sobolów 25, 32-742 Sobolów";120105;"gm. Łapanów";"bocheński";"małopolskie";1;1;46;6;6;1;0;1;0;4;0;4;4;2;0;0;0;0;0;0;0;1;25;0;1;2;1;3;3;2;0;11;37;43;5;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;53;45;1;8;0;5;2;2;2;2;2;0;0;0;0;0;0;0;1
4;"Szkoła Podstawowa w Tarnawie, Tarnawa 119, 32-741 Tarnawa";120105;"gm. Łapanów";"bocheński";"małopolskie";1;1;10;1;5;0;0;1;0;0;0;2;1;3;0;0;0;0;0;0;0;0;19;0;1;0;0;0;1;0;0;2;20;16;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;32;25;0;3;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
5;"Szkoła Podstawowa w Grabiu, Grabie 60, 32-740 Łapanów";120105;"gm. Łapanów";"bocheński";"małopolskie";1;1;15;1;14;0;1;0;0;1;0;4;0;2;0;0;0;0;0;0;0;0;20;1;4;0;4;1;0;0;0;5;23;20;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;89;49;28;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
6;"Szkoła Podstawowa w Cichawce, Cichawka 8, 32-740 Łapanów";120105;"gm. Łapanów";"bocheński";"małopolskie";1;1;8;1;2;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;5;1;0;0;0;3;0;0;1;2;12;15;3;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;24;20;0;0;1;1;1;2;2;1;0;0;0;0;0;0;0;0;0
7;"Szkoła Podstawowa w Zbydniowie, Zbydniów 80, 32-741 Tarnawa";120105;"gm. Łapanów";"bocheński";"małopolskie";1;1;12;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;2;0;0;2;0;0;0;0;8;23;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;39;25;7;0;2;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0
1;"Remiza OSP, Królówka 315, 32-722 Królówka";120106;"gm. Nowy Wiśnicz";"bocheński";"małopolskie";1;1;15;0;10;0;2;0;0;3;0;2;1;1;0;0;0;0;0;1;0;0;19;3;4;2;3;2;0;0;0;5;16;74;2;1;0;1;0;2;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;1;0;0;276;131;91;2;10;2;9;0;0;5;0;0;0;0;0;0;0;0;2;0
2;"Przedszkole w Nowym Wiśniczu, ul. Kościelna 2, 32-720 Nowy Wiśnicz";120106;"gm. Nowy Wiśnicz";"bocheński";"małopolskie";1;1;167;7;25;1;2;6;0;5;1;18;7;9;1;0;0;0;1;0;0;0;45;6;5;2;0;1;1;0;0;3;44;108;0;3;3;2;1;2;0;4;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;271;95;118;3;13;0;3;0;0;7;0;2;0;1;0;0;0;0;0;0
3;"Szkoła Filialna w Połomiu Dużym, Połom Duży 47, 32-720 Nowy Wiśnicz";120106;"gm. Nowy Wiśnicz";"bocheński";"małopolskie";1;1;19;0;5;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;1;0;1;12;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;30;30;0;3;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1
4;"Środowiskowy Dom Samopomocy w Muchówce, Muchówka 157, 32-722 Królówka";120106;"gm. Nowy Wiśnicz";"bocheński";"małopolskie";1;1;8;2;3;1;0;1;0;3;0;1;1;2;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;21;55;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;149;65;56;1;5;0;4;1;3;1;0;1;0;0;0;0;0;0;2;0
5;"Szkoła Podstawowa im. Jana Pawła II w Starym Wiśniczu, Stary Wiśnicz 480, 32-720 Nowy Wiśnicz";120106;"gm. Nowy Wiśnicz";"bocheński";"małopolskie";1;1;85;7;15;0;4;2;0;1;0;15;6;3;1;0;0;0;1;0;0;1;34;15;5;2;1;2;1;1;1;3;76;123;5;1;0;3;0;0;0;2;0;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;398;118;151;4;11;4;4;0;3;3;2;3;0;0;0;0;0;0;2;0
6;"Szkoła Podstawowa im. ks. Jana Twardowskiego w Kobylu, Kobyle 81, 32-720 Nowy Wiśnicz";120106;"gm. Nowy Wiśnicz";"bocheński";"małopolskie";1;1;21;2;3;3;2;0;0;0;0;3;2;1;1;0;1;1;0;1;0;1;14;9;6;0;6;0;1;0;0;0;17;53;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;130;56;35;1;1;0;3;3;1;4;1;1;0;2;0;0;0;0;0;0
7;"Publiczna Szkoła Podstawowa w Chronowie, Chronów 173, 32-720 Nowy Wiśnicz";120106;"gm. Nowy Wiśnicz";"bocheński";"małopolskie";1;1;15;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;2;0;0;7;10;16;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;23;14;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
8;"Przedszkole w Nowym Wiśniczu, ul. Kościelna 2, 32-720 Nowy Wiśnicz";120106;"gm. Nowy Wiśnicz";"bocheński";"małopolskie";1;1;88;7;22;0;0;2;0;1;0;8;7;6;2;1;0;0;1;0;0;3;45;4;3;1;2;4;2;1;0;3;48;107;4;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;217;105;102;2;1;1;8;0;4;3;1;4;1;0;0;0;0;1;1;0
9;"Zakład Karny w Nowym Wiśniczu, Leksandrowa 1, 32-720 Nowy Wiśnicz";120106;"gm. Nowy Wiśnicz";"bocheński";"małopolskie";1;1;64;8;17;14;2;9;1;2;1;3;4;2;2;0;0;0;0;0;0;0;15;6;2;2;3;3;0;3;1;1;4;15;0;1;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;5;1;0;0;0;0;1;0;0;1;2;0;2;0;0;0;1;0;1;0
1;"Gminne Centrum Kultury, Czytelnictwa i Sportu w Rzezawie, budynek biblioteki w Rzezawie, ul. Kościelna 6, 32-765 Rzezawa";120107;"gm. Rzezawa";"bocheński";"małopolskie";1;1;105;5;29;3;0;4;0;1;1;14;3;8;1;1;0;0;0;0;0;1;47;3;1;1;4;1;1;0;2;0;71;96;3;0;0;1;0;1;0;4;1;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;280;42;230;4;4;2;13;1;5;3;1;2;1;1;1;0;0;0;1;0
2;"Budynek OSP w Bratucicach, Bratucice 12, 32-712 Bratucice";120107;"gm. Rzezawa";"bocheński";"małopolskie";1;1;16;2;5;0;0;1;0;0;0;4;0;3;1;0;0;0;0;0;0;0;3;2;1;2;0;0;2;0;0;1;12;22;1;4;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;14;33;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
3;"Publiczna Szkoła Podstawowa w Okulicach, Okulice 51, 32-712 Bratucice";120107;"gm. Rzezawa";"bocheński";"małopolskie";1;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;8;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;38;1;22;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
4;"Zespół Szkolno-Przedszkolny w Łazach, Łazy 50, 32-765 Rzezawa";120107;"gm. Rzezawa";"bocheński";"małopolskie";1;1;39;1;4;0;0;1;0;0;0;3;0;2;0;0;0;0;1;0;0;0;11;0;1;0;2;0;0;0;0;1;20;42;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;80;23;96;0;1;1;0;0;0;2;1;2;0;0;0;0;0;0;0;0
5;"Publiczna Szkoła Podstawowa w Krzeczowie, Krzeczów ul. Szkolna 2, 32-700 Bochnia";120107;"gm. Rzezawa";"bocheński";"małopolskie";1;1;40;8;11;0;0;3;0;5;0;5;5;5;1;0;1;0;0;0;0;2;10;1;2;0;1;1;1;2;1;1;26;74;2;0;1;4;2;2;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;126;23;109;3;6;0;2;0;0;4;2;1;0;1;0;0;1;0;0;0
6;"Zespół Szkolno-Przedszkolny w Borku, Borek 148, 32-765 Rzezawa";120107;"gm. Rzezawa";"bocheński";"małopolskie";1;1;24;0;8;2;1;1;0;0;0;4;0;6;0;1;0;0;0;0;0;1;10;0;0;0;1;0;0;0;0;4;18;34;2;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;131;30;147;0;4;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0
7;"Dom Ludowy w Buczkowie, Buczków 137, 32-712 Bratucice";120107;"gm. Rzezawa";"bocheński";"małopolskie";1;1;10;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;11;14;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;13;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8;"Zespół Szkolno-Przedszkolny w Dąbrówce, Dąbrówka 1, 32-712 Bratucice";120107;"gm. Rzezawa";"bocheński";"małopolskie";1;1;21;1;6;0;0;2;0;0;0;3;3;0;1;0;0;0;1;0;0;0;6;0;0;2;1;0;0;0;0;3;13;32;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;86;16;55;2;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;1
